float2.sno	ORACLE_REFUSES	outside the SPITBOL baseline (ceo CEO-441, hq_S adjudication A-P, re-measured by hq_B; live oracle sbl -bf, swap stamp 20260909T033439Z): float2.sno(13) : ERROR 101 -- eq first argument is not numeric. Missing feature by name: HOST(HOST_REAL_BITS) -- HOST() IS a SPITBOL builtin, but the CSNOBOL4 subcode HOST_REAL_BITS=2301 (host.sno:375) is not, so BITS comes back non-numeric.	
func2.sno	ORACLE_REFUSES	outside the SPITBOL baseline (Lon 2026-09-07): sbl -bf rc=1: No END statement found in source file(s).	
function.sno	ORACLE_REFUSES	outside the SPITBOL baseline (ceo CEO-441, hq_S adjudication A-P, re-measured by hq_B; live oracle sbl -bf, swap stamp 20260909T033439Z): function.sno(2) : ERROR 022 -- undefined function called. Missing feature by name: FUNCTION(x) as a callable predicate -- the SPITBOL v3.7 manual carries FUNCTION ONLY as a TRACE type string (:6507, :10298, :10317), never as a function. Permanent.	
genc.sno	ORACLE_REFUSES	outside the SPITBOL baseline (Lon 2026-09-07; the keytrace class, ceo 2026-09-08 17:38 applied by class by the cto, ORACLE_ACCEPTANCE census): sbl -bf answers with a fatal LISTING (genc.sno(766) ERROR 038 goto undefined label) -- RULING R5 forbids grading a listing; the sbl-cut .ref was that listing and is removed.	
hide.sno	ORACLE_REFUSES	outside the SPITBOL baseline (Lon 2026-09-07): sbl -bf rc=1: No END statement found in source file(s).	
include2.sno	ORACLE_REFUSES	outside the SPITBOL baseline (Lon 2026-09-07): sbl -bf rc=1: No END statement found in source file(s).	
include3.sno	ORACLE_REFUSES	outside the SPITBOL baseline (Lon 2026-09-07): sbl -bf rc=1: No END statement found in source file(s).	
include4.sno	ORACLE_REFUSES	outside the SPITBOL baseline (Lon 2026-09-07): sbl -bf rc=1: No END statement found in source file(s).	
json1.sno	ORACLE_REFUSES	outside the SPITBOL baseline (ceo CEO-441, hq_S adjudication A-P, re-measured by hq_B; live oracle sbl -bf, swap stamp 20260909T033439Z): json1.sno(16) : ERROR 022 -- undefined function called. Missing feature by name: json.escape -- zero hits for json in the SPITBOL v3.7 manual, a CSNOBOL4 module.	
keytrace.sno	ORACLE_REFUSES	outside the SPITBOL baseline (Lon 2026-09-07; ceo 2026-09-08 17:38 on the trace class row): BREAKPOINT() is CSNOBOL4, not SPITBOL, and sbl -bf answers with a fatal LISTING (keytrace.sno(15) ERROR 014) -- RULING R5 forbids grading a listing; the sbl-cut keytrace.ref was that listing and is removed.	
k.sno	ORACLE_REFUSES	outside the SPITBOL baseline (Lon 2026-09-07): sbl -bf rc=1: No END statement found in source file(s).	
labelcode.sno	ORACLE_REFUSES	outside the SPITBOL baseline (ceo CEO-441, hq_S adjudication A-P, re-measured by hq_B; live oracle sbl -bf, swap stamp 20260909T033439Z): labelcode.sno(1) : ERROR 022 -- undefined function called. Missing feature by name: LABELCODE() -- zero hits in the SPITBOL v3.7 manual, a CSNOBOL4-only builtin.	
label.sno	ORACLE_REFUSES	outside the SPITBOL baseline (ceo CEO-441, hq_S adjudication A-P, re-measured by hq_B; live oracle sbl -bf, swap stamp 20260909T033439Z): label.sno(5) : ERROR 022 -- undefined function called. Missing feature by name: LABEL(x) as a callable predicate -- the SPITBOL v3.7 manual carries LABEL ONLY as a TRACE type string (:6499, :10297), never as a function. Permanent.	
loaderr.sno	ORACLE_REFUSES	outside the SPITBOL baseline (ceo CEO-441, hq_S adjudication A-P, re-measured by hq_B; live oracle sbl -bf, swap stamp 20260909T033439Z): loaderr.sno(2) : ERROR 142 -- load function does not exist. Missing feature by name: the CSNOBOL4 LOAD() external-function protocol -- LOAD IS in the SPITBOL manual and 142 is its own documented error (:11460), so SPITBOL refuses the load rather than letting the program handle it.	
maxint.sno	ORACLE_REFUSES	outside the SPITBOL baseline (ceo CEO-441, hq_S adjudication A-P, re-measured by hq_B; live oracle sbl -bf, swap stamp 20260909T033439Z): maxint.sno(1) : ERROR 251 -- keyword operand is not name of defined keyword. Missing feature by name: &MAXINT -- zero hits in the SPITBOL v3.7 manual, a CSNOBOL4-only keyword.	
ndbm.sno	ORACLE_REFUSES	outside the SPITBOL baseline (Lon 2026-09-07): CSNOBOL4 LOAD() module test	
noexec.sno	ORACLE_REFUSES	outside the SPITBOL baseline (Lon 2026-09-07): sbl -bf rc=1: No END statement found in source file(s).	
openi.sno	ORACLE_REFUSES	outside the SPITBOL baseline (ceo CEO-441, hq_S adjudication A-P, re-measured by hq_B; live oracle sbl -bf, swap stamp 20260909T033439Z): openi.sno(1) : ERROR 116 -- inappropriate file specification for input. Missing feature by name: the CSNOBOL4 4-argument INPUT(.var,unit,,"path") filename spec; 116 is SPITBOL's own documented error (:11434).	
openo2.sno	ORACLE_REFUSES	outside the SPITBOL baseline (ceo CEO-441, hq_S adjudication A-P, re-measured by hq_B; live oracle sbl -bf, swap stamp 20260909T033439Z): openo2.sno(1) : ERROR 116 -- inappropriate file specification for input. Missing feature by name: the CSNOBOL4 4-argument INPUT filename spec. SETUP_DEP: it reads back openo.tst, which openo.sno writes -- and openo is itself outside the baseline, so the fixture never exists under SPITBOL.	
openo.sno	ORACLE_REFUSES	outside the SPITBOL baseline (ceo CEO-441, hq_S adjudication A-P, re-measured by hq_B; live oracle sbl -bf, swap stamp 20260909T033439Z): openo.sno(1) : ERROR 160 -- inappropriate file specification for output. Missing feature by name: the CSNOBOL4 4-argument OUTPUT(.var,unit,,"path") filename spec; 160 is SPITBOL's own documented error (:11481).	
ord.sno	ORACLE_REFUSES	outside the SPITBOL baseline (ceo CEO-441, hq_S adjudication A-P, re-measured by hq_B; live oracle sbl -bf, swap stamp 20260909T033439Z): ord.sno(3) : ERROR 022 -- undefined function called. Missing feature by name: ORD() -- the manual's 29 ORD hits are every one of them the substring in WORD/WORDS; zero are the builtin.	
popen2.sno	ORACLE_REFUSES	outside the SPITBOL baseline (ceo CEO-441, hq_S adjudication A-P, re-measured by hq_B; live oracle sbl -bf, swap stamp 20260909T033439Z): popen2.sno(2) : ERROR 160 -- inappropriate file specification for output. Missing feature by name: the CSNOBOL4 "|command" pipe file specification.	
popen.sno	ORACLE_REFUSES	outside the SPITBOL baseline (ceo CEO-441, hq_S adjudication A-P, re-measured by hq_B; live oracle sbl -bf, swap stamp 20260909T033439Z): popen.sno(3) : ERROR 116 -- inappropriate file specification for input. Missing feature by name: the CSNOBOL4 "|command" pipe file specification.	
random.sno	ORACLE_REFUSES	outside the SPITBOL baseline (Lon 2026-09-07): CSNOBOL4 LOAD() module test	
scanerr.sno	ORACLE_REFUSES	outside the SPITBOL baseline (Lon 2026-09-07; the keytrace class, ceo 2026-09-08 17:38 applied by class by the cto, ORACLE_ACCEPTANCE census): sbl -bf answers with a fatal LISTING (scanerr.sno(18) ERROR 212 value used where name is required) -- RULING R5 forbids grading a listing; the sbl-cut .ref was that listing and is removed.	
setexit5.sno	ORACLE_REFUSES	outside the SPITBOL baseline (Lon 2026-09-07; measurement re-asked by hq_R 2026-09-11 because the row quoted the empty string): sbl -bf rc=1: setexit5.sno(18) : ERROR 014 -- division caused integer overflow; source checked 2026-09-11 (hq_R): line 18 `x = 1 / 0` divides by zero ON PURPOSE to exercise SETEXIT; CSNOBOL4 lets SETEXIT catch it, SPITBOL makes it fatal	
setexit6.sno	ORACLE_REFUSES	outside the SPITBOL baseline (Lon 2026-09-07; measurement re-asked by hq_R 2026-09-11 because the row quoted the empty string): sbl -bf rc=1: setexit6.sno(13) : ERROR 014 -- division caused integer overflow; source checked 2026-09-11 (hq_R): line 13 `output = 'DIVIDE: ' (1 / 0) :f(l1)` divides by zero ON PURPOSE to exercise SETEXIT; CSNOBOL4 lets SETEXIT catch it, SPITBOL makes it fatal	
setexit7.sno	ORACLE_REFUSES	outside the SPITBOL baseline (ceo CEO-441, hq_R adjudication Q-Z + hq_S feature check, re-measured by hq_B; live oracle sbl -bf, swap stamp 20260909T033439Z): setexit7.sno(1) : ERROR 251 -- keyword operand is not name of defined keyword. Missing feature by name: &FATALLIMIT -- zero hits in the SPITBOL v3.7 manual.	INCOMPLETE EXTENSION: it dies on its FIRST line, so nothing after line 1 of the program is reachable in SPITBOL at all -- the entry measures zero of what it was written to test.
setexit.sno	ORACLE_REFUSES	outside the SPITBOL baseline (Lon 2026-09-07; measurement re-asked by hq_R 2026-09-11 because the row quoted the empty string): sbl -bf rc=1: setexit.sno(5) : ERROR 014 -- division caused integer overflow; source checked 2026-09-11 (hq_R): line 5 `output = 'DIVIDE: ' (1 / 0) :f(l1)` divides by zero ON PURPOSE to exercise SETEXIT; CSNOBOL4 lets SETEXIT catch it, SPITBOL makes it fatal	
sleep.sno	ORACLE_REFUSES	outside the SPITBOL baseline (Lon 2026-09-07): CSNOBOL4 LOAD() module test	
space2.sno	ORACLE_REFUSES	outside the SPITBOL baseline (Lon 2026-09-07): sbl -bf rc=1: No END statement found in source file(s).	
space.sno	ORACLE_REFUSES	outside the SPITBOL baseline (Lon 2026-09-07): sbl -bf rc=1: No END statement found in source file(s).	
time.sno	ORACLE_REFUSES	outside the SPITBOL baseline (Lon 2026-09-07): CSNOBOL4 LOAD() module test	
t.sno	ORACLE_REFUSES	outside the SPITBOL baseline (ceo CEO-441, hq_R adjudication Q-Z, re-measured by hq_B; live oracle sbl -bf, swap stamp 20260909T033439Z): t.sno(3) : ERROR 198 -- trace first argument is not appropriate name. Missing feature by name: TRACE('f','f') with a STRING first argument -- SPITBOL requires a name (198 is its own documented error, :11521).	
update.sno	ORACLE_REFUSES	outside the SPITBOL baseline (ceo CEO-441, hq_R adjudication Q-Z, re-measured by hq_B; live oracle sbl -bf, swap stamp 20260909T033439Z): update.sno(3) : ERROR 289 -- input channel currently in use. Missing feature by name: re-opening a channel already OUTPUT-bound, plus the CSNOBOL4 "B,U" binary/unformatted file spec at line 1. 289 is beyond the SPITBOL v3.7 manual's own error table, which ends at 288.	INCOMPLETE EXTENSION: SPITBOL reaches line 3 and dies, so we produce 7 lines where csnobol4 produces 16 (hq_R). A REAL implementation gap sits behind this entry; leaving the denominator is not a clearance of it.
vdiffer.sno	ORACLE_REFUSES	outside the SPITBOL baseline (ceo CEO-441, hq_R adjudication Q-Z, re-measured by hq_B; live oracle sbl -bf, swap stamp 20260909T033439Z): vdiffer.sno(1) : ERROR 022 -- undefined function called. Missing feature by name: VDIFFER() -- zero hits in the SPITBOL v3.7 manual, a CSNOBOL4-only builtin.	
setexit4.sno	ORACLE_REFUSES	outside the SPITBOL baseline (ground RE-MEASURED by hq_S 2026-09-11, superseding the reason written the same day): the one oracle produces no gradeable output of its own. sbl -bf reaches :(SCONTINUE) inside the live SETEXIT handler, answers ERROR 331 -- goto scontinue with no user interrupt -- then re-enters the handler and repeats until &ERRLIMIT is exhausted, ending in a fatal report at rc=0 (36 stdout lines, 10 on stderr, measured 2026-09-11). CSNOBOL4, the suite's own upstream engine, resumes the interrupted statement instead and never raises 331 (16 lines, measured the same sitting), so SCONTINUE-inside-a-handler is a genuine engine split with no single reference answer. ⛔ THE EARLIER &Z GROUND IS WITHDRAWN AS BACKWARDS: CSNOBOL4 does not allow &Z either -- it answers err: 7 (Unknown keyword) @S9 on that line and sbl answers ERROR 251 -- so BOTH reference engines refuse it, the undefined-keyword silence is a defect row of ours rather than an oracle allowance, and it is carried as row snobol4-unknown-keyword-assignment-not-detected instead of on this line.
tab.sno	ORACLE_REFUSES	outside the SPITBOL baseline (hq_R 2026-09-11, CEO-546 split of the csnobol4 36): the program does CONVERT(<table>,"array") and RSORTs the result; under the one oracle that CONVERT returns NULL, so RSORT sees a non-array and the run dies with ERROR 256 -- sort/rsort 1st arg not suitable array or table. ⛔ NOT a SORT-on-a-table gap -- both engines sort a table fine; that was my first reading off the ref text and it was wrong, the cause was found by probing CONVERT directly. Graded with the post-END stdin the suite supplies (STDIN_TESTS), never /dev/null.
